class,subclass,PrXs,pid,marketloss,share,freq,duration
Aviation Hull,Deductible,Excess,AH_ded_0041,1469.9659,1,2,0.996577687
Aviation Hull,Deductible,Excess,AH_ded_0041,58302.9173,1,2,0.996577687
Aviation Hull,Deductible,Excess,AH_ded_0239,30604.3586,1,4,0.996577687
Aviation Hull,Deductible,Excess,AH_ded_0239,10707.0473,1,4,0.996577687
Aviation Hull,Deductible,Excess,AH_ded_0239,512.5982,1,4,0.996577687
Aviation Hull,Deductible,Excess,AH_ded_0239,11514.0425,1,4,0.996577687
Aviation Hull,Deductible,Excess,AH_ded_0434,50000,1,3,0.999315537
Aviation Hull,Deductible,Excess,AH_ded_0434,2186.9302,1,3,0.999315537
Aviation Hull,Deductible,Excess,AH_ded_0434,1642.5786,1,3,0.999315537
Aviation Hull,Deductible,Excess,AH_ded_0434,52688.8798,1,3,0.999315537
Aviation Hull,Deductible,Excess,AH_ded_0434,3702.098,1,3,0.999315537
Aviation Hull,Deductible,Excess,AH_ded_0616,4154.893,1,2,0.996577687
Aviation Hull,Deductible,Excess,AH_ded_0616,72145.8953,1,2,0.996577687
Aviation Hull,Deductible,Excess,AH_ded_0795,20729.4,1,2,0.996577687
Aviation Hull,Deductible,Excess,AH_ded_0795,44974.2461,1,2,0.996577687
Aviation Hull,Deductible,Excess,AH_ded_0967,4691.08,1,3,0.996577687
Aviation Hull,Deductible,Excess,AH_ded_0967,59285.3453,1,3,0.996577687
Aviation Hull,Deductible,Excess,AH_ded_0967,57445.791,1,3,0.996577687
Aviation Hull,Deductible,Excess,AH_ded_1112,1196.0624,1,3,0.999315537
Aviation Hull,Deductible,Excess,AH_ded_1112,2229.0254,1,3,0.999315537
Aviation Hull,Deductible,Excess,AH_ded_1112,1973.503,1,3,0.999315537
Aviation Hull,Deductible,Excess,AH_ded_1242,11365.4822,1,5,0.996577687
Aviation Hull,Deductible,Excess,AH_ded_1242,1255.8655,1,5,0.996577687
Aviation Hull,Deductible,Excess,AH_ded_1242,13399.3993,1,5,0.996577687
Aviation Hull,Deductible,Excess,AH_ded_1242,4623.2317,1,5,0.996577687
Aviation Hull,Deductible,Excess,AH_ded_1242,20655.1179,1,5,0.996577687
Aviation Hull,Deductible,Excess,AH_ded_1358,7535.94,1,3,0.996577687
Aviation Hull,Deductible,Excess,AH_ded_1358,60895.5457,1,3,0.996577687
Aviation Hull,Deductible,Excess,AH_ded_1358,16827.7181,1,3,0.996577687
Aviation Hull,Deductible,Excess,AH_ded_1358,3621.76,1,3,0.996577687
Aviation Hull,Deductible,Excess,AH_ded_0042,5090.104333,0.9,3,0.996577687
Aviation Hull,Deductible,Excess,AH_ded_0042,6274.969333,0.9,3,0.996577687
Aviation Hull,Deductible,Excess,AH_ded_0042,6807.281889,0.9,3,0.996577687
Aviation Hull,Deductible,Excess,AH_ded_0042,35662.76667,0.9,3,0.996577687
Aviation Hull,Deductible,Excess,AH_ded_0240,7154.948,0.9,7,0.993839836
Aviation Hull,Deductible,Excess,AH_ded_0240,1122.184333,0.9,7,0.993839836
Aviation Hull,Deductible,Excess,AH_ded_0240,1154.568444,0.9,7,0.993839836
Aviation Hull,Deductible,Excess,AH_ded_0240,879.1018889,0.9,7,0.993839836
Aviation Hull,Deductible,Excess,AH_ded_0240,56064,0.9,7,0.993839836
Aviation Hull,Deductible,Excess,AH_ded_0240,12231.60889,0.9,7,0.993839836
Aviation Hull,Deductible,Excess,AH_ded_0240,10285.98933,0.9,7,0.993839836
Aviation Hull,Deductible,Excess,AH_ded_0240,7086.366667,0.9,7,0.993839836
Aviation Hull,Deductible,Excess,AH_ded_0034,2941.6841,1,1,0.996577687
Aviation Hull,Deductible,Excess,AH_ded_0427,5840.3449,1,3,0.999315537
Aviation Hull,Deductible,Excess,AH_ded_0427,16273.0437,1,3,0.999315537
Aviation Hull,Deductible,Excess,AH_ded_0427,7713.5964,1,3,0.999315537
Aviation Hull,Deductible,Excess,AH_ded_0427,12429.45,1,3,0.999315537
Aviation Hull,Deductible,Excess,AH_ded_0607,5863.5162,1,1,0.996577687
Aviation Hull,Deductible,Excess,AH_ded_0077,2136.0887,1,3,0.996577687
Aviation Hull,Deductible,Excess,AH_ded_0077,11309.4613,1,3,0.996577687
Aviation Hull,Deductible,Excess,AH_ded_0077,2531.5029,1,3,0.996577687
Aviation Hull,Deductible,Excess,AH_ded_0276,4562.0434,1,2,0.996577687
Aviation Hull,Deductible,Excess,AH_ded_0276,700000,1,2,0.996577687
Aviation Hull,Deductible,Excess,AH_ded_0276,6948.2688,1,2,0.996577687
Aviation Hull,Deductible,Excess,AH_ded_0462,2980.0858,1,2,0.999315537
Aviation Hull,Deductible,Excess,AH_ded_0462,12366.6966,1,2,0.999315537
Aviation Hull,Deductible,Excess,AH_ded_0646,629.8322,1,1,0.996577687
Aviation Hull,Deductible,Excess,AH_ded_0087,986.3437778,0.9,5,0.996577687
Aviation Hull,Deductible,Excess,AH_ded_0087,956.91,0.9,5,0.996577687
Aviation Hull,Deductible,Excess,AH_ded_0087,984.465,0.9,5,0.996577687
Aviation Hull,Deductible,Excess,AH_ded_0087,11159.64978,0.9,5,0.996577687
Aviation Hull,Deductible,Excess,AH_ded_0087,38600,0.9,5,0.996577687
Aviation Hull,Deductible,Excess,AH_ded_0087,6184.163111,0.9,5,0.996577687
Aviation Hull,Deductible,Excess,AH_ded_1018,5319.117,1,3,0.996577687
Aviation Hull,Deductible,Excess,AH_ded_1018,63044.38,1,3,0.996577687
Aviation Hull,Deductible,Excess,AH_ded_1018,3593.3724,1,3,0.996577687
Aviation Hull,Deductible,Excess,AH_ded_1018,75732,1,3,0.996577687
Aviation Hull,Deductible,Excess,AH_ded_1018,15519.14,1,3,0.996577687
Aviation Hull,Deductible,Excess,AH_ded_1018,10832.6471,1,3,0.996577687
Aviation Hull,Deductible,Excess,AH_ded_1163,650000,1,3,0.999315537
Aviation Hull,Deductible,Excess,AH_ded_1163,12314.0791,1,3,0.999315537
Aviation Hull,Deductible,Excess,AH_ded_1163,61779.25,1,3,0.999315537
Aviation Hull,Deductible,Excess,AH_ded_1163,2841.2712,1,3,0.999315537
Aviation Hull,Deductible,Excess,AH_ded_1163,2256.3036,1,3,0.999315537
Aviation Hull,Deductible,Excess,AH_ded_0324,45489.55,1,1,0.996577687
Aviation Hull,Deductible,Excess,AH_ded_0127,3682.113444,0.9,1,0.668035592
Aviation Hull,Deductible,Excess,AH_ded_0125,1369.9595,1,1,1.00752909
Aviation Hull,Deductible,Excess,AH_ded_0511,4970.20213,0.99985,1,0.999315537
Aviation Hull,Deductible,Excess,AH_ded_1295,6160.035304,0.9999,1,0.996577687
Aviation Hull,Deductible,Excess,AH_ded_1295,695859.1359,0.9999,1,0.996577687
Aviation Hull,Deductible,Excess,AH_ded_0526,3783.78,1,2,1.122518823
Aviation Hull,Deductible,Excess,AH_ded_0526,3442.9,1,2,1.122518823
Aviation Hull,Deductible,Excess,AH_ded_0753,117434.33,1,2,1.245722108
Aviation Hull,Deductible,Excess,AH_ded_0753,17926,1,2,1.245722108
Aviation Hull,Deductible,Excess,AH_ded_0753,2240.6,1,2,1.245722108
Aviation Hull,Deductible,Excess,AH_ded_0199,2418.4022,1,3,0.996577687
Aviation Hull,Deductible,Excess,AH_ded_0199,500000,1,3,0.996577687
Aviation Hull,Deductible,Excess,AH_ded_0199,5559.4217,1,3,0.996577687
Aviation Hull,Deductible,Excess,AH_ded_0199,8250.6684,1,3,0.996577687
Aviation Hull,Deductible,Excess,AH_ded_0397,243818,1,18,1.281314168
Aviation Hull,Deductible,Excess,AH_ded_0397,5871.0938,1,18,1.281314168
Aviation Hull,Deductible,Excess,AH_ded_0397,5748.0357,1,18,1.281314168
Aviation Hull,Deductible,Excess,AH_ded_0397,33038.3,1,18,1.281314168
Aviation Hull,Deductible,Excess,AH_ded_0397,2680.9763,1,18,1.281314168
Aviation Hull,Deductible,Excess,AH_ded_0397,144534.12,1,18,1.281314168
Aviation Hull,Deductible,Excess,AH_ded_0397,250000,1,18,1.281314168
Aviation Hull,Deductible,Excess,AH_ded_0397,14285.4389,1,18,1.281314168
Aviation Hull,Deductible,Excess,AH_ded_0397,1061.4938,1,18,1.281314168
Aviation Hull,Deductible,Excess,AH_ded_0397,500000,1,18,1.281314168
Aviation Hull,Deductible,Excess,AH_ded_0397,2434.86,1,18,1.281314168
Aviation Hull,Deductible,Excess,AH_ded_0397,7314.1491,1,18,1.281314168
Aviation Hull,Deductible,Excess,AH_ded_0397,32834.58,1,18,1.281314168
Aviation Hull,Deductible,Excess,AH_ded_0397,183795.63,1,18,1.281314168
Aviation Hull,Deductible,Excess,AH_ded_0397,15874.4982,1,18,1.281314168
Aviation Hull,Deductible,Excess,AH_ded_0397,4980.5663,1,18,1.281314168
Aviation Hull,Deductible,Excess,AH_ded_0397,500000,1,18,1.281314168
Aviation Hull,Deductible,Excess,AH_ded_0397,9052.9323,1,18,1.281314168
Aviation Hull,Deductible,Excess,AH_ded_0397,154387.72,1,18,1.281314168
Aviation Hull,Deductible,Excess,AH_ded_0397,14278.0492,1,18,1.281314168
Aviation Hull,Deductible,Excess,AH_ded_0397,45115.62,1,18,1.281314168
Aviation Hull,Deductible,Excess,AH_ded_0397,3786.32,1,18,1.281314168
Aviation Hull,Deductible,Excess,AH_ded_0397,10504.3167,1,18,1.281314168
Aviation Hull,Deductible,Excess,AH_ded_0397,79891.2,1,18,1.281314168
Aviation Hull,Deductible,Excess,AH_ded_0397,500000,1,18,1.281314168
Aviation Hull,Deductible,Excess,AH_ded_0397,4506.5702,1,18,1.281314168
Aviation Hull,Deductible,Excess,AH_ded_0397,11933.9203,1,18,1.281314168
Aviation Hull,Deductible,Excess,AH_ded_0397,11230.5914,1,18,1.281314168
Aviation Hull,Deductible,Excess,AH_ded_0397,2443.7402,1,18,1.281314168
Aviation Hull,Deductible,Excess,AH_ded_0397,500000,1,18,1.281314168
Aviation Hull,Deductible,Excess,AH_ded_0397,6946.6155,1,18,1.281314168
Aviation Hull,Deductible,Excess,AH_ded_0614,114704.8648,1,11,0.996577687
Aviation Hull,Deductible,Excess,AH_ded_0614,500000,1,11,0.996577687
Aviation Hull,Deductible,Excess,AH_ded_0614,500000,1,11,0.996577687
Aviation Hull,Deductible,Excess,AH_ded_0614,403686.91,1,11,0.996577687
Aviation Hull,Deductible,Excess,AH_ded_0614,500000,1,11,0.996577687
Aviation Hull,Deductible,Excess,AH_ded_0614,104593.58,1,11,0.996577687
Aviation Hull,Deductible,Excess,AH_ded_0614,500000,1,11,0.996577687
Aviation Hull,Deductible,Excess,AH_ded_0614,500000,1,11,0.996577687
Aviation Hull,Deductible,Excess,AH_ded_0614,411938.8,1,11,0.996577687
Aviation Hull,Deductible,Excess,AH_ded_0614,131647.55,1,11,0.996577687
Aviation Hull,Deductible,Excess,AH_ded_0614,500000,1,11,0.996577687
Aviation Hull,Deductible,Excess,AH_ded_0793,72755.4959,1,11,0.996577687
Aviation Hull,Deductible,Excess,AH_ded_0793,500000,1,11,0.996577687
Aviation Hull,Deductible,Excess,AH_ded_0793,279405.47,1,11,0.996577687
Aviation Hull,Deductible,Excess,AH_ded_0793,106663.02,1,11,0.996577687
Aviation Hull,Deductible,Excess,AH_ded_0793,500000,1,11,0.996577687
Aviation Hull,Deductible,Excess,AH_ded_0793,409773.78,1,11,0.996577687
Aviation Hull,Deductible,Excess,AH_ded_0793,750000,1,11,0.996577687
Aviation Hull,Deductible,Excess,AH_ded_0793,504366.89,1,11,0.996577687
Aviation Hull,Deductible,Excess,AH_ded_0793,63851.4483,1,11,0.996577687
Aviation Hull,Deductible,Excess,AH_ded_0793,500000,1,11,0.996577687
Aviation Hull,Deductible,Excess,AH_ded_0793,4663.68,1,11,0.996577687
Aviation Hull,Deductible,Excess,AH_ded_0793,750000,1,11,0.996577687
Aviation Hull,Deductible,Excess,AH_ded_0036,1180.9196,1,1,0.996577687
Aviation Hull,Deductible,Excess,AH_ded_0234,18486.02989,0.95,2,0.996577687
Aviation Hull,Deductible,Excess,AH_ded_0234,73720.16842,0.95,2,0.996577687
Aviation Hull,Deductible,Excess,AH_ded_0234,30912.37253,0.95,2,0.996577687
Aviation Hull,Deductible,Excess,AH_ded_0234,30195,0.95,2,0.996577687
Aviation Hull,Deductible,Excess,AH_ded_0674,10426.66487,0.9999,5,1.242984257
Aviation Hull,Deductible,Excess,AH_ded_0674,90000,0.9999,5,1.242984257
Aviation Hull,Deductible,Excess,AH_ded_0674,3884.954595,0.9999,5,1.242984257
Aviation Hull,Deductible,Excess,AH_ded_0674,11354.63466,0.9999,5,1.242984257
Aviation Hull,Deductible,Excess,AH_ded_0674,12798.39804,0.9999,5,1.242984257
Aviation Hull,Deductible,Excess,AH_ded_0674,5228.846185,0.9999,5,1.242984257
Aviation Hull,Deductible,Excess,AH_ded_0879,11957.03704,0.999,10,1.160848734
Aviation Hull,Deductible,Excess,AH_ded_0879,13819.47578,0.999,10,1.160848734
Aviation Hull,Deductible,Excess,AH_ded_0879,6763.223223,0.999,10,1.160848734
Aviation Hull,Deductible,Excess,AH_ded_0879,16794.99499,0.999,10,1.160848734
Aviation Hull,Deductible,Excess,AH_ded_0879,8860.678979,0.999,10,1.160848734
Aviation Hull,Deductible,Excess,AH_ded_0879,34596.27628,0.999,10,1.160848734
Aviation Hull,Deductible,Excess,AH_ded_0879,26275.48168,0.999,10,1.160848734
Aviation Hull,Deductible,Excess,AH_ded_0879,16307.81331,0.999,10,1.160848734
Aviation Hull,Deductible,Excess,AH_ded_0879,11112.73423,0.999,10,1.160848734
Aviation Hull,Deductible,Excess,AH_ded_0879,13817.45746,0.999,10,1.160848734
Aviation Hull,Deductible,Excess,AH_ded_0879,5655.018719,0.999,10,1.160848734
Aviation Hull,Deductible,Excess,AH_ded_0879,368755.9359,0.999,10,1.160848734
Aviation Hull,Deductible,Excess,AH_ded_0879,23329.81231,0.999,10,1.160848734
Aviation Hull,Deductible,Excess,AH_ded_0879,1784.37998,0.999,10,1.160848734
Aviation Hull,Deductible,Excess,AH_ded_0879,31176.63664,0.999,10,1.160848734
Aviation Hull,Deductible,Excess,AH_ded_0879,14240.44865,0.999,10,1.160848734
Aviation Hull,Deductible,Excess,AH_ded_0879,16737.93794,0.999,10,1.160848734
Aviation Hull,Deductible,Excess,AH_ded_1068,15509.79308,0.9999,7,1.160848734
Aviation Hull,Deductible,Excess,AH_ded_1068,17454.74547,0.9999,7,1.160848734
Aviation Hull,Deductible,Excess,AH_ded_1068,10312.75108,0.9999,7,1.160848734
Aviation Hull,Deductible,Excess,AH_ded_1068,7876.607861,0.9999,7,1.160848734
Aviation Hull,Deductible,Excess,AH_ded_1068,12450.25593,0.9999,7,1.160848734
Aviation Hull,Deductible,Excess,AH_ded_1068,43048.94489,0.9999,7,1.160848734
Aviation Hull,Deductible,Excess,AH_ded_1068,9511.860086,0.9999,7,1.160848734
Aviation Hull,Deductible,Excess,AH_ded_1068,12362.81018,0.9999,7,1.160848734
Aviation Hull,Deductible,Excess,AH_ded_1068,32014.57146,0.9999,7,1.160848734
Aviation Hull,Deductible,Excess,AH_ded_1068,3844.494849,0.9999,7,1.160848734
Aviation Hull,Deductible,Excess,AH_ded_1230,12826.13121,0.9999,10,0.999315537
Aviation Hull,Deductible,Excess,AH_ded_1230,116114.9215,0.9999,10,0.999315537
Aviation Hull,Deductible,Excess,AH_ded_1230,8309.828383,0.9999,10,0.999315537
Aviation Hull,Deductible,Excess,AH_ded_1230,7651.755176,0.9999,10,0.999315537
Aviation Hull,Deductible,Excess,AH_ded_1230,9854.165017,0.9999,10,0.999315537
Aviation Hull,Deductible,Excess,AH_ded_1230,12826.69267,0.9999,10,0.999315537
Aviation Hull,Deductible,Excess,AH_ded_1230,21055.54555,0.9999,10,0.999315537
Aviation Hull,Deductible,Excess,AH_ded_1230,5339.991599,0.9999,10,0.999315537
Aviation Hull,Deductible,Excess,AH_ded_1230,3997.452945,0.9999,10,0.999315537
Aviation Hull,Deductible,Excess,AH_ded_1230,14540.12341,0.9999,10,0.999315537
Aviation Hull,Deductible,Excess,AH_ded_1230,2725.242524,0.9999,10,0.999315537
Aviation Hull,Deductible,Excess,AH_ded_1230,6667.461246,0.9999,10,0.999315537
Aviation Hull,Deductible,Excess,AH_ded_1230,5111.875988,0.9999,10,0.999315537
Aviation Hull,Deductible,Excess,AH_ded_1345,6840.650651,0.999,4,0.240930869
Aviation Hull,Deductible,Excess,AH_ded_1345,96144.7047,0.999,4,0.240930869
Aviation Hull,Deductible,Excess,AH_ded_1345,87153.9039,0.999,4,0.240930869
Aviation Hull,Deductible,Excess,AH_ded_1345,6858.478478,0.999,4,0.240930869
Aviation Hull,Deductible,Excess,AH_ded_1465,6632.50325,0.9999,7,0.090349076
Aviation Hull,Deductible,Excess,AH_ded_1465,4514.0014,0.9999,7,0.090349076
Aviation Hull,Deductible,Excess,AH_ded_1465,4493.869387,0.9999,7,0.090349076
Aviation Hull,Deductible,Excess,AH_ded_1465,2665.9966,0.9999,7,0.090349076
Aviation Hull,Deductible,Excess,AH_ded_1465,5249.464946,0.9999,7,0.090349076
Aviation Hull,Deductible,Excess,AH_ded_1465,5241.094109,0.9999,7,0.090349076
Aviation Hull,Deductible,Excess,AH_ded_1465,1918.50185,0.9999,7,0.090349076
Aviation Hull,Deductible,Excess,AH_ded_0043,103864.14,1,2,0.996577687
Aviation Hull,Deductible,Excess,AH_ded_0043,13728.4897,1,2,0.996577687
Aviation Hull,Deductible,Excess,AH_ded_0043,1029.8807,1,2,0.996577687
Aviation Hull,Deductible,Excess,AH_ded_0241,171117.48,1,2,0.996577687
Aviation Hull,Deductible,Excess,AH_ded_0241,5387.7039,1,2,0.996577687
Aviation Hull,Deductible,Excess,AH_ded_0241,15797.8452,1,2,0.996577687
Aviation Hull,Deductible,Excess,AH_ded_0241,86184.33,1,2,0.996577687
Aviation Hull,Deductible,Excess,AH_ded_0435,15477.7563,1,3,0.999315537
Aviation Hull,Deductible,Excess,AH_ded_0435,50000,1,3,0.999315537
Aviation Hull,Deductible,Excess,AH_ded_0435,5684.2458,1,3,0.999315537
Aviation Hull,Deductible,Excess,AH_ded_0435,166185.81,1,3,0.999315537
Aviation Hull,Deductible,Excess,AH_ded_0435,17207.0079,1,3,0.999315537
Aviation Hull,Deductible,Excess,AH_ded_0617,908432.58,1,3,0.996577687
Aviation Hull,Deductible,Excess,AH_ded_0617,4639.2725,1,3,0.996577687
Aviation Hull,Deductible,Excess,AH_ded_0617,802107.67,1,3,0.996577687
Aviation Hull,Deductible,Excess,AH_ded_0617,18196.7459,1,3,0.996577687
Aviation Hull,Deductible,Excess,AH_ded_0617,50000,1,3,0.996577687
Aviation Hull,Deductible,Excess,AH_ded_0617,993.6458,1,3,0.996577687
Aviation Hull,Deductible,Excess,AH_ded_0617,1693.6037,1,3,0.996577687
Aviation Hull,Deductible,Excess,AH_ded_0796,1388.3462,1,1,0.996577687
Aviation Hull,Deductible,Excess,AH_ded_0965,10980.0789,1,5,0.999315537
Aviation Hull,Deductible,Excess,AH_ded_0965,138800,1,5,0.999315537
Aviation Hull,Deductible,Excess,AH_ded_0965,5162.7925,1,5,0.999315537
Aviation Hull,Deductible,Excess,AH_ded_0965,42373.39,1,5,0.999315537
Aviation Hull,Deductible,Excess,AH_ded_0965,10676.786,1,5,0.999315537
Aviation Hull,Deductible,Excess,AH_ded_0965,122848.55,1,5,0.999315537
Aviation Hull,Deductible,Excess,AH_ded_0965,4728.7637,1,5,0.999315537
Aviation Hull,Deductible,Excess,AH_ded_0965,45734.8,1,5,0.999315537
Aviation Hull,Deductible,Excess,AH_ded_0965,7369.0838,1,5,0.999315537
Aviation Hull,Deductible,Excess,AH_ded_1113,4860.3263,1,1,0.999315537
Aviation Hull,Deductible,Excess,AH_ded_1243,28660.48,1,1,0.996577687
Aviation Hull,Deductible,Excess,AH_ded_1243,17348.0269,1,1,0.996577687
Aviation Hull,Deductible,Excess,AH_ded_1359,700000,1,5,0.996577687
Aviation Hull,Deductible,Excess,AH_ded_1359,3417.4463,1,5,0.996577687
Aviation Hull,Deductible,Excess,AH_ded_1359,3280.4102,1,5,0.996577687
Aviation Hull,Deductible,Excess,AH_ded_1359,40837.3,1,5,0.996577687
Aviation Hull,Deductible,Excess,AH_ded_1359,4982.445,1,5,0.996577687
Aviation Hull,Deductible,Excess,AH_ded_1359,7570.4232,1,5,0.996577687
Aviation Hull,Deductible,Excess,AH_ded_1359,12685.22,1,5,0.996577687
Aviation Hull,Deductible,Excess,AH_ded_1359,11522.2861,1,5,0.996577687
Aviation Hull,Deductible,Excess,AH_ded_1448,4352.28,1,2,0.996577687
Aviation Hull,Deductible,Excess,AH_ded_1448,67876.1401,1,2,0.996577687
Aviation Hull,Deductible,Excess,AH_ded_1448,46969.3138,1,2,0.996577687
Aviation Hull,Deductible,Excess,AH_ded_1448,41753.96,1,2,0.996577687
Aviation Hull,Deductible,Excess,AH_ded_1448,595382.95,1,2,0.996577687
Aviation Hull,Deductible,Excess,AH_ded_0236,2137.8923,1,1,0.996577687
Aviation Hull,Deductible,Excess,AH_ded_0431,75000,1,10,0.999315537
Aviation Hull,Deductible,Excess,AH_ded_0431,765.0395,1,10,0.999315537
Aviation Hull,Deductible,Excess,AH_ded_0431,27608.8075,1,10,0.999315537
Aviation Hull,Deductible,Excess,AH_ded_0431,2726.95,1,10,0.999315537
Aviation Hull,Deductible,Excess,AH_ded_0431,6203.0313,1,10,0.999315537
Aviation Hull,Deductible,Excess,AH_ded_0431,1073.9186,1,10,0.999315537
Aviation Hull,Deductible,Excess,AH_ded_0431,5460.1736,1,10,0.999315537
Aviation Hull,Deductible,Excess,AH_ded_0431,57900,1,10,0.999315537
Aviation Hull,Deductible,Excess,AH_ded_0431,2936.5489,1,10,0.999315537
Aviation Hull,Deductible,Excess,AH_ded_0431,48232.15,1,10,0.999315537
Aviation Hull,Deductible,Excess,AH_ded_0431,6507.0882,1,10,0.999315537
Aviation Hull,Deductible,Excess,AH_ded_0431,9528,1,10,0.999315537
Aviation Hull,Deductible,Excess,AH_ded_0431,1580.0288,1,10,0.999315537
Aviation Hull,Deductible,Excess,AH_ded_0431,75000,1,10,0.999315537
Aviation Hull,Deductible,Excess,AH_ded_0431,414.8531,1,10,0.999315537
Aviation Hull,Deductible,Excess,AH_ded_0431,3311.4973,1,10,0.999315537
Aviation Hull,Deductible,Excess,AH_ded_0611,1159.7023,1,2,0.996577687
Aviation Hull,Deductible,Excess,AH_ded_0611,75000,1,2,0.996577687
Aviation Hull,Deductible,Excess,AH_ded_0611,4164.0615,1,2,0.996577687
Aviation Hull,Deductible,Excess,AH_ded_0611,89772.35,1,2,0.996577687
Aviation Hull,Deductible,Excess,AH_ded_0791,1289.1857,1,5,0.996577687
Aviation Hull,Deductible,Excess,AH_ded_0791,3158.805,1,5,0.996577687
Aviation Hull,Deductible,Excess,AH_ded_0791,211530,1,5,0.996577687
Aviation Hull,Deductible,Excess,AH_ded_0791,1667.3531,1,5,0.996577687
Aviation Hull,Deductible,Excess,AH_ded_0791,401426.72,1,5,0.996577687
Aviation Hull,Deductible,Excess,AH_ded_0791,4148.042,1,5,0.996577687
Aviation Hull,Deductible,Excess,AH_ded_0791,75000,1,5,0.996577687
Aviation Hull,Deductible,Excess,AH_ded_0791,1573.4907,1,5,0.996577687
Aviation Hull,Deductible,Excess,AH_ded_0963,2824.3249,1,7,0.996577687
Aviation Hull,Deductible,Excess,AH_ded_0963,81920.62,1,7,0.996577687
Aviation Hull,Deductible,Excess,AH_ded_0963,75000,1,7,0.996577687
Aviation Hull,Deductible,Excess,AH_ded_0963,708.9526,1,7,0.996577687
Aviation Hull,Deductible,Excess,AH_ded_0963,75000,1,7,0.996577687
Aviation Hull,Deductible,Excess,AH_ded_0963,928.4783,1,7,0.996577687
Aviation Hull,Deductible,Excess,AH_ded_0963,712.4471,1,7,0.996577687
Aviation Hull,Deductible,Excess,AH_ded_0963,75000,1,7,0.996577687
Aviation Hull,Deductible,Excess,AH_ded_0963,1318.131,1,7,0.996577687
Aviation Hull,Deductible,Excess,AH_ded_0963,6150.3888,1,7,0.996577687
Aviation Hull,Deductible,Excess,AH_ded_0963,75000,1,7,0.996577687
Aviation Hull,Deductible,Excess,AH_ded_0963,982.3733,1,7,0.996577687
Aviation Hull,Deductible,Excess,AH_ded_1108,1070.3114,1,3,0.999315537
Aviation Hull,Deductible,Excess,AH_ded_1108,5398.5506,1,3,0.999315537
Aviation Hull,Deductible,Excess,AH_ded_1108,4416.6281,1,3,0.999315537
Aviation Hull,Deductible,Excess,AH_ded_1240,15330.41,1,4,0.996577687
Aviation Hull,Deductible,Excess,AH_ded_1240,75000,1,4,0.996577687
Aviation Hull,Deductible,Excess,AH_ded_1240,1813.3194,1,4,0.996577687
Aviation Hull,Deductible,Excess,AH_ded_1240,4233.6128,1,4,0.996577687
Aviation Hull,Deductible,Excess,AH_ded_1240,2291.1732,1,4,0.996577687
Aviation Hull,Deductible,Excess,AH_ded_1355,1255.5561,1,9,0.996577687
Aviation Hull,Deductible,Excess,AH_ded_1355,270880,1,9,0.996577687
Aviation Hull,Deductible,Excess,AH_ded_1355,484.5775,1,9,0.996577687
Aviation Hull,Deductible,Excess,AH_ded_1355,18787.5627,1,9,0.996577687
Aviation Hull,Deductible,Excess,AH_ded_1355,5457.8189,1,9,0.996577687
Aviation Hull,Deductible,Excess,AH_ded_1355,700000,1,9,0.996577687
Aviation Hull,Deductible,Excess,AH_ded_1355,3532.8641,1,9,0.996577687
Aviation Hull,Deductible,Excess,AH_ded_1355,75000,1,9,0.996577687
Aviation Hull,Deductible,Excess,AH_ded_1355,75000,1,9,0.996577687
Aviation Hull,Deductible,Excess,AH_ded_1355,2058.1456,1,9,0.996577687
Aviation Hull,Deductible,Excess,AH_ded_1355,2936.2483,1,9,0.996577687
Aviation Hull,Deductible,Excess,AH_ded_1355,1651.3712,1,9,0.996577687
Aviation Hull,Deductible,Excess,AH_ded_1355,74962.5,1,9,0.996577687
Aviation Hull,Deductible,Excess,AH_ded_1355,4540.0244,1,9,0.996577687
Aviation Hull,Deductible,Excess,AH_ded_1355,74962.5,1,9,0.996577687
Aviation Hull,Deductible,Excess,AH_ded_1355,14440.1352,1,9,0.996577687
Aviation Hull,Deductible,Excess,AH_ded_1355,89015.94,1,9,0.996577687
Aviation Hull,Deductible,Excess,AH_ded_1445,15030.2255,1,6,0.996577687
Aviation Hull,Deductible,Excess,AH_ded_1445,337132.45,1,6,0.996577687
Aviation Hull,Deductible,Excess,AH_ded_1445,335216.01,1,6,0.996577687
Aviation Hull,Deductible,Excess,AH_ded_1445,17534.8373,1,6,0.996577687
Aviation Hull,Deductible,Excess,AH_ded_1445,17833.6425,1,6,0.996577687
Aviation Hull,Deductible,Excess,AH_ded_1445,49317.01,1,6,0.996577687
Aviation Hull,Deductible,Excess,AH_ded_1445,2915.056,1,6,0.996577687
Aviation Hull,Deductible,Excess,AH_ded_1445,75000,1,6,0.996577687
Aviation Hull,Deductible,Excess,AH_ded_1445,2463.918,1,6,0.996577687
Aviation Hull,Deductible,Excess,AH_ded_1445,2196.5594,1,6,0.996577687
Aviation Hull,Deductible,Excess,AH_ded_1445,75000,1,6,0.996577687
Aviation Hull,Deductible,Excess,AH_ded_1445,308446.27,1,6,0.996577687
Aviation Hull,Deductible,Excess,AH_ded_1445,17535.0001,1,6,0.996577687
Aviation Hull,Deductible,Excess,AH_ded_0108,6513.636964,0.99891,4,0.783025325
Aviation Hull,Deductible,Excess,AH_ded_0108,15298.28513,0.99891,4,0.783025325
Aviation Hull,Deductible,Excess,AH_ded_0108,2186.116667,0.99891,4,0.783025325
Aviation Hull,Deductible,Excess,AH_ded_0108,2808.172408,0.99891,4,0.783025325
